FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
685,30219,URN:catalog:CLO:EBIRD:OBS464926440,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
691,30418,URN:catalog:CLO:EBIRD:OBS638476442,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
692,30468,URN:catalog:CLO:EBIRD:OBS828482194,Brotogeris jugularis,2019-11-15,2019,11,15,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
694,30475,URN:catalog:CLO:EBIRD:OBS376269138,Brotogeris jugularis,2016-02-07,2016,2,7,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
695,30516,URN:catalog:CLO:EBIRD:OBS350403853,Brotogeris jugularis,2015-10-26,2015,10,26,Colombia,CO,Cesar,Valledupar,Eco Parque Los Besotes,CO | Cesar | Eco Parque Los Besotes,10.561,-73.2425,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
696,30570,URN:catalog:CLO:EBIRD:OBS749152252,Brotogeris jugularis,2019-04-27,2019,4,27,Colombia,CO,Cesar,Manaure Balcón del Cesar,Casa Campo El Tucan,CO | Cesar | Casa Campo El Tucan,10.3888,-73.0076,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
697,30571,URN:catalog:CLO:EBIRD:OBS744346084,Brotogeris jugularis,2019-04-24,2019,4,24,Colombia,CO,La Guajira,Albania,"Tranv. Buena Vista-Puerto Bolivar, Cuestecitas, La Guajira, CO (11,182, -72,619)","CO | La Guajira | Tranv. Buena Vista-Puerto Bolivar, Cuestecitas, La Guajira, CO (11,182, -72,619)",11.1817,-72.6185,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
699,30646,URN:catalog:CLO:EBIRD:OBS689419490,Brotogeris jugularis,2018-12-23,2018,12,23,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
700,30671,URN:catalog:CLO:EBIRD:OBS731247589,Brotogeris jugularis,2019-02-19,2019,2,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
701,30750,URN:catalog:CLO:EBIRD:OBS661570998,Brotogeris jugularis,2018-09-29,2018,9,29,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
704,30868,URN:catalog:CLO:EBIRD:OBS690981037,Brotogeris jugularis,2018-11-28,2018,11,28,Colombia,CO,La Guajira,Albania,Reserva Forestal Protectora Regional Montes de Oca,CO | La Guajira | Reserva Forestal Protectora Regional Montes de Oca,11.1523,-72.4454,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
706,31071,URN:catalog:CLO:EBIRD:OBS376778648,Brotogeris jugularis,2015-12-20,2015,12,20,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
708,31113,URN:catalog:CLO:EBIRD:OBS696733039,Brotogeris jugularis,2019-01-10,2019,1,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
712,31220,URN:catalog:CLO:EBIRD:OBS350578711,Brotogeris jugularis,2015-10-28,2015,10,28,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3901,-73.0321,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
713,31234,URN:catalog:CLO:EBIRD:OBS554927829,Brotogeris jugularis,2017-12-04,2017,12,4,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
716,31365,URN:catalog:CLO:EBIRD:OBS733383622,Brotogeris jugularis,2019-02-09,2019,2,9,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure to Chamicero del Perijá eco-lodge--1110 meters,CO | Cesar | Manaure to Chamicero del Perijá eco-lodge--1110 meters,10.3839,-73.0121,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
717,31369,URN:catalog:CLO:EBIRD:OBS644164130,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
722,31644,URN:catalog:CLO:EBIRD:OBS812613297,Brotogeris jugularis,2019-10-02,2019,10,2,Colombia,CO,Cesar,Manaure Balcón del Cesar,La Danta,CO | Cesar | La Danta,10.3877,-73.0251,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
726,31741,URN:catalog:CLO:EBIRD:OBS730891788,Brotogeris jugularis,2019-03-24,2019,3,24,Colombia,CO,Cesar,La Paz,Chamicero del Perijá Proaves Reserve,CO | Cesar | Chamicero del Perijá Proaves Reserve,10.3627,-72.9492,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
730,32089,URN:catalog:CLO:EBIRD:OBS627792322,Brotogeris jugularis,2018-06-04,2018,6,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Villa Adelaida, Cesar, CO (10.39, -73.02)","CO | Cesar | Villa Adelaida, Cesar, CO (10.39, -73.02)",10.3905,-73.0204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
731,32162,URN:catalog:CLO:EBIRD:OBS752592337,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Barrancas,La Estrella - Zona Botadero,CO | La Guajira | La Estrella - Zona Botadero,11.0909,-72.564,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
739,32470,URN:catalog:CLO:EBIRD:OBS302346007,Brotogeris jugularis,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
740,32539,URN:catalog:CLO:EBIRD:OBS730776660,Brotogeris jugularis,2019-02-21,2019,2,21,Colombia,CO,Cesar,Valledupar,Valledupar area,CO | Cesar | Valledupar area,10.5103,-73.2519,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
741,32631,URN:catalog:CLO:EBIRD:OBS836922373,Brotogeris jugularis,2019-12-01,2019,12,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3918,-73.013,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
745,32808,URN:catalog:CLO:EBIRD:OBS820005801,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
747,32845,URN:catalog:CLO:EBIRD:OBS737716154,Brotogeris jugularis,2019-04-12,2019,4,12,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
755,33224,URN:catalog:CLO:EBIRD:OBS302346498,Brotogeris jugularis,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
758,33436,URN:catalog:CLO:EBIRD:OBS425035877,Brotogeris jugularis,2016-08-08,2016,8,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,Rio Manaure,CO | Cesar | Rio Manaure,10.3894,-73.0045,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
762,33705,URN:catalog:CLO:EBIRD:OBS281562141,Brotogeris jugularis,2007-12-31,2007,12,31,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
765,33889,URN:catalog:CLO:EBIRD:OBS664484219,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,Casa Campo El Tucan,CO | Cesar | Casa Campo El Tucan,10.3888,-73.0076,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
768,33967,URN:catalog:CLO:EBIRD:OBS925856655,Brotogeris jugularis,2009-01-18,2009,1,18,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
771,34114,URN:catalog:CLO:EBIRD:OBS836446550,Brotogeris jugularis,2019-12-08,2019,12,8,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
772,34170,URN:catalog:CLO:EBIRD:OBS493126744,Brotogeris jugularis,2017-03-06,2017,3,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
773,34218,URN:catalog:CLO:EBIRD:OBS664343711,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
775,34444,URN:catalog:CLO:EBIRD:OBS925840406,Brotogeris jugularis,2018-11-05,2018,11,5,Colombia,CO,Cesar,La Paz,Chamicero del Perijá Proaves Reserve,CO | Cesar | Chamicero del Perijá Proaves Reserve,10.3627,-72.9492,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
783,34663,URN:catalog:CLO:EBIRD:OBS751536875,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
784,34689,URN:catalog:CLO:EBIRD:OBS273360605,Brotogeris jugularis,2014-04-20,2014,4,20,Colombia,CO,La Guajira,Barrancas,"Barrancas, La Guajira","CO | La Guajira | Barrancas, La Guajira",10.9084,-72.7629,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
785,34718,URN:catalog:CLO:EBIRD:OBS686985672,Brotogeris jugularis,2018-12-15,2018,12,15,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Vereda Casagrande - (10.385, -73.012)","CO | Cesar | Vereda Casagrande - (10.385, -73.012)",10.3851,-73.012,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
786,34859,URN:catalog:CLO:EBIRD:OBS449422981,Brotogeris jugularis,2016-12-16,2016,12,16,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3881x-73.0252 - Dec 16, 2016, 12:58 PM","CO | Cesar | 10.3881x-73.0252 - Dec 16, 2016, 12:58 PM",10.3881,-73.0251,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
788,34928,URN:catalog:CLO:EBIRD:OBS658023656,Brotogeris jugularis,2018-09-17,2018,9,17,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
789,35051,URN:catalog:CLO:EBIRD:OBS273481959,Brotogeris jugularis,2014-04-23,2014,4,23,Colombia,CO,La Guajira,Barrancas,"Barrancas, La Guajira","CO | La Guajira | Barrancas, La Guajira",10.9084,-72.7629,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
793,35136,URN:catalog:CLO:EBIRD:OBS744975360,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Perija - Drive from Manaure to Chamicero Reserve,CO | Cesar | Perija - Drive from Manaure to Chamicero Reserve,10.365,-72.9745,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
795,35286,URN:catalog:CLO:EBIRD:OBS465302295,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
799,35387,URN:catalog:CLO:EBIRD:OBS642685983,Brotogeris jugularis,2018-07-22,2018,7,22,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
800,35394,URN:catalog:CLO:EBIRD:OBS640745183,Brotogeris jugularis,2018-07-16,2018,7,16,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
808,35686,URN:catalog:CLO:EBIRD:OBS465550107,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
812,35826,URN:catalog:CLO:EBIRD:OBS752437602,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Hatonuevo,Arroyo Tabaco,CO | La Guajira | Arroyo Tabaco,11.1075,-72.5677,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
813,35862,URN:catalog:CLO:EBIRD:OBS465302161,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
821,36310,URN:catalog:CLO:EBIRD:OBS531008608,Brotogeris jugularis,2017-08-19,2017,8,19,Colombia,CO,Cesar,La Paz,Chamicero del Perijá Proaves Reserve,CO | Cesar | Chamicero del Perijá Proaves Reserve,10.3627,-72.9492,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
826,36374,URN:catalog:CLO:EBIRD:OBS821154703,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
831,36420,URN:catalog:CLO:EBIRD:OBS654235805,Brotogeris jugularis,2018-09-02,2018,9,2,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
832,36458,URN:catalog:CLO:EBIRD:OBS500700645,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
835,36491,URN:catalog:CLO:EBIRD:OBS791405744,Brotogeris jugularis,2019-08-03,2019,8,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)","CO | Cesar | Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)",10.3914,-73.0255,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
845,36822,URN:catalog:CLO:EBIRD_CAMERICA:OBS828175314,Brotogeris jugularis,2019-11-15,2019,11,15,Colombia,CO,La Guajira,Albania,"(11.1666,-72.5477)Arroyo Bruno 75-100m","CO | La Guajira | (11.1666,-72.5477)Arroyo Bruno 75-100m",11.1666,-72.5477,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
849,36986,URN:catalog:CLO:EBIRD:OBS754173794,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
874,37962,URN:catalog:CLO:EBIRD:OBS795135226,Brotogeris jugularis,2019-08-15,2019,8,15,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
878,38063,URN:catalog:CLO:EBIRD:OBS378269780,Brotogeris jugularis,2013-02-14,2013,2,14,Colombia,CO,La Guajira,Riohacha,Vereda La Mesa Corregim. Juan y Medio,CO | La Guajira | Vereda La Mesa Corregim. Juan y Medio,11.1212,-72.9525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
882,38279,URN:catalog:CLO:EBIRD:OBS732979870,Brotogeris jugularis,2019-02-19,2019,2,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
888,38620,URN:catalog:CLO:EBIRD:OBS465550001,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
890,38919,URN:catalog:CLO:EBIRD:OBS784499874,Brotogeris jugularis,2019-07-09,2019,7,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
891,38991,URN:catalog:CLO:EBIRD:OBS834581230,Brotogeris jugularis,2019-11-27,2019,11,27,Colombia,CO,La Guajira,Riohacha,Comunidad Damasco-Martín,CO | La Guajira | Comunidad Damasco-Martín,11.5226,-72.9135,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
892,39009,URN:catalog:CLO:EBIRD:OBS818721356,Brotogeris jugularis,2019-10-19,2019,10,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,Chilapacha,CO | Cesar | Chilapacha,10.3973,-73.0456,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
902,39304,URN:catalog:CLO:EBIRD:OBS827519146,Brotogeris jugularis,2019-11-13,2019,11,13,Colombia,CO,La Guajira,San Juan del Cesar,"13 nov. 2019 10:58-10.777, -73.019","CO | La Guajira | 13 nov. 2019 10:58-10.777, -73.019",10.7768,-73.0194,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
