FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
1088,46734,URN:catalog:CLO:EBIRD:OBS563853800,Brotogeris jugularis,2018-01-03,2018,1,3,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1094,47032,URN:catalog:CLO:EBIRD:OBS645072595,Brotogeris jugularis,2018-08-02,2018,8,2,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Unnamed Road, Cesar, CO (10,39, -73,02)","CO | Cesar | Unnamed Road, Cesar, CO (10,39, -73,02)",10.3897,-73.0197,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1095,47074,URN:catalog:CLO:EBIRD:OBS753074849,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)","CO | Cesar | Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)",10.3906,-73.0064,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1097,47173,URN:catalog:CLO:EBIRD:OBS828463861,Brotogeris jugularis,2019-11-16,2019,11,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1101,47562,URN:catalog:CLO:EBIRD:OBS467023072,Brotogeris jugularis,2016-10-31,2016,10,31,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1104,47650,URN:catalog:CLO:EBIRD:OBS752350738,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1109,47837,URN:catalog:CLO:EBIRD:OBS824590900,Brotogeris jugularis,2019-10-19,2019,10,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,Chilapacha,CO | Cesar | Chilapacha,10.3973,-73.0456,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1116,48038,URN:catalog:CLO:EBIRD:OBS640746795,Brotogeris jugularis,2018-07-17,2018,7,17,Colombia,CO,La Guajira,Distracción,"(10.8810,-72.8948)","CO | La Guajira | (10.8810,-72.8948)",10.881,-72.8948,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1117,48097,URN:catalog:CLO:EBIRD:OBS565634824,Brotogeris jugularis,2002-11-09,2002,11,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1124,48384,URN:catalog:CLO:EBIRD:OBS737550309,Brotogeris jugularis,2019-04-12,2019,4,12,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1125,48430,URN:catalog:CLO:EBIRD:OBS804091115,Brotogeris jugularis,2019-09-11,2019,9,11,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1126,48484,URN:catalog:CLO:EBIRD:OBS821047640,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1127,48558,URN:catalog:CLO:EBIRD:OBS632019000,Brotogeris jugularis,2018-06-04,2018,6,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure Vereda Canada 1200 - 1600m,CO | Cesar | Manaure Vereda Canada 1200 - 1600m,10.3716,-73.0037,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1128,48559,URN:catalog:CLO:EBIRD:OBS464985108,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1131,48642,URN:catalog:CLO:EBIRD:OBS653581477,Brotogeris jugularis,2018-09-02,2018,9,2,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1141,49005,URN:catalog:CLO:EBIRD:OBS160269129,Brotogeris jugularis,2012-07-23,2012,7,23,Colombia,CO,La Guajira,Barrancas,Cerrejon Camp,CO | La Guajira | Cerrejon Camp,10.9861,-72.7487,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
