FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
931,40250,URN:catalog:CLO:EBIRD:OBS831732825,Ara militaris,2019-11-24,2019,11,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
941,40635,URN:catalog:CLO:EBIRD:OBS465302300,Ara militaris,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
943,40645,URN:catalog:CLO:EBIRD:OBS829809721,Ara militaris,2019-11-18,2019,11,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
945,40843,URN:catalog:CLO:EBIRD:OBS831831228,Ara militaris,2019-11-23,2019,11,23,Colombia,CO,Cesar,Valledupar,"Trail to Los Besotes (10.5676,-73.2553)","CO | Cesar | Trail to Los Besotes (10.5676,-73.2553)",10.5676,-73.2553,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
950,41009,URN:catalog:CLO:EBIRD:OBS737716150,Ara militaris,2019-04-12,2019,4,12,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
951,41012,URN:catalog:CLO:EBIRD:OBS920586368,Ara militaris,2019-12-08,2019,12,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
953,41199,URN:catalog:CLO:EBIRD:OBS702010500,Ara militaris,2003-08-16,2003,8,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
964,41767,URN:catalog:CLO:EBIRD:OBS499059599,Ara militaris,2017-05-13,2017,5,13,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
998,42862,URN:catalog:CLO:EBIRD:OBS464929964,Ara militaris,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1004,42957,URN:catalog:CLO:EBIRD:OBS465550112,Ara militaris,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1006,43014,URN:catalog:CLO:EBIRD:OBS715289006,Ara militaris,2019-02-22,2019,2,22,Colombia,CO,La Guajira,Barrancas,DMI Serranía de Perijá,CO | La Guajira | DMI Serranía de Perijá,10.8886,-72.6173,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1027,43958,URN:catalog:CLO:EBIRD:OBS376778658,Ara militaris,2015-12-20,2015,12,20,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1030,44044,URN:catalog:CLO:EBIRD:OBS852919553,Ara militaris,2015-09-03,2015,9,3,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1041,44527,URN:catalog:CLO:EBIRD:OBS362021191,Ara militaris,2015-12-19,2015,12,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1051,44824,URN:catalog:CLO:EBIRD:OBS591196125,Ara militaris,2018-01-17,2018,1,17,Colombia,CO,La Guajira,Maicao,"Cabañas Montes De Oca Y Sendero Road, La Guajira, CO (11,179, -72,369)","CO | La Guajira | Cabañas Montes De Oca Y Sendero Road, La Guajira, CO (11,179, -72,369)",11.1785,-72.3689,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1066,45566,URN:catalog:CLO:EBIRD:OBS500733879,Ara militaris,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1070,46021,URN:catalog:CLO:EBIRD:OBS302346377,Ara militaris,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1089,46792,URN:catalog:CLO:EBIRD:OBS464985113,Ara militaris,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1099,47333,URN:catalog:CLO:EBIRD:OBS830213213,Ara militaris,2019-10-30,2019,10,30,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1100,47364,URN:catalog:CLO:EBIRD:OBS619075126,Ara militaris,2018-05-14,2018,5,14,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1102,47615,URN:catalog:CLO:EBIRD:OBS548198286,Ara militaris,2013-03-10,2013,3,10,Colombia,CO,La Guajira,Albania,Reserva Forestal Protectora Regional Montes de Oca,CO | La Guajira | Reserva Forestal Protectora Regional Montes de Oca,11.1523,-72.4454,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1108,47817,URN:catalog:CLO:EBIRD:OBS327577658,Ara militaris,2015-06-18,2015,6,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,Finca Adelaida (Cesar),CO | Cesar | Finca Adelaida (Cesar),10.3892,-73.0201,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1112,47863,URN:catalog:CLO:EBIRD:OBS688295967,Ara militaris,2017-11-07,2017,11,7,Colombia,CO,Cesar,Valledupar,Finca Palmares de Venecia,CO | Cesar | Finca Palmares de Venecia,10.5789,-73.1586,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1114,47943,URN:catalog:CLO:EBIRD:OBS418956827,Ara militaris,2016-06-01,2016,6,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
1133,48747,URN:catalog:CLO:EBIRD:OBS794097509,Ara militaris,2011-09-07,2011,9,7,Colombia,CO,La Guajira,Barrancas,DMI Serranía de Perijá - Sendero El Sierrón - Surimena,CO | La Guajira | DMI Serranía de Perijá - Sendero El Sierrón - Surimena,10.8741,-72.6607,WGS84,Ara militaris,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Ara,militaris,Especie,"(Linnaeus, 1766)",Military Macaw
